judet,localitate,url,rss_url,tier,cms,site_viu,feed_viu,feed_items,newest_real_date,candidat_loader,activ_august,respins_motiv
PRAHOVA,CERASU,https://www.primariacerasu.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
PRAHOVA,PROVITA DE SUS,https://www.primariaprovitadesus.ro,https://primariaprovitadesus.ro/feed/,comuna,wordpress,yes,yes,4,2025-06-04,no,no,
PRAHOVA,TATARU,https://primariatataru.ro,https://primariatataru.ro/feed/,comuna,wordpress,yes,yes,1,2020-06-12,no,no,
SATU MARE,ORAS TASNAD,http://tasnad.primariatasnad.ro,,oras,other,yes,no,,,no,no,feed nu raspunde
PRAHOVA,ADUNATI,https://www.comunaadunati.ro,https://comunaadunati.ro/feed/,comuna,wordpress,yes,yes,10,2026-07-06,yes,no,
PRAHOVA,TEISANI,https://teisani.europrahova.eu,https://teisani.europrahova.eu/wordpress/feed/,comuna,wordpress,yes,yes,0,,no,no,
SATU MARE,BERVENI,http://www.berveni.eu,,comuna,unknown,no,no,,,no,no,site mort
PRAHOVA,VALCANESTI,https://www.comunavilcanesti.ro,https://comunavilcanesti.ro/feed/,comuna,wordpress,yes,yes,10,2023-10-20,no,no,
SATU MARE,APA,http://primaria-apa.eu,https://primaria-apa.eu/ro?format=feed&type=rss,comuna,joomla,yes,yes,2,2011-04-19,no,no,
PRAHOVA,COSMINELE,https://www.comunacosminele.ro,https://comunacosminele.ro/feed/,comuna,wordpress,yes,yes,10,2023-03-29,no,no,
PRAHOVA,PUCHENII MARI,https://www.pucheniimari.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
PRAHOVA,VALEA DOFTANEI,https://www.primariavaleadoftanei.ro,https://www.primariavaleadoftanei.ro/feed/,comuna,wordpress,yes,yes,10,2026-02-27,yes,no,
PRAHOVA,CORNU,https://www.primariacornu.ro,https://primariacornu.ro/feed/,comuna,wordpress,yes,yes,12,2026-08-19,yes,yes,
PRAHOVA,VALEA CALUGAREASCA,https://www.primariavaleacalugareasca.ro,https://www.primariavaleacalugareasca.ro/feed/,comuna,wordpress,yes,yes,10,2026-09-03,yes,yes,
PRAHOVA,TOMSANI,https://www.primariatomsani.ro,,comuna,e-adm,yes,no,,,no,no,feed nu raspunde
SATU MARE,MUNICIPIUL CAREI,https://www.municipiulcarei.ro,https://www.municipiulcarei.ro/rss.xml,municipiu,other,yes,no,,,no,no,feed nu raspunde
PRAHOVA,TELEGA,http://www.comunatelega.ro,https://comunatelega.ro/feed/,comuna,wordpress,yes,yes,10,2022-03-12,no,no,
SATU MARE,ACIS,http://www.primariaacas.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
SATU MARE,CRAIDOROLT,https://www.craidorolt.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
PRAHOVA,BUCOV,http://www.primariabucov.ro,,comuna,joomla,yes,no,,,no,no,feed nu raspunde
PRAHOVA,MAGURENI,https://www.comunamagureni.ro,https://comunamagureni.ro/feed/,comuna,wordpress,yes,yes,10,2026-05-13,yes,no,
SATU MARE,AGRIS,https://comunaagris.ro,https://comunaagris.ro/ro/feed/,comuna,wordpress,yes,yes,10,2026-08-20,yes,yes,
SATU MARE,ANDRID,http://www.primariaandrid.ro,https://primariaandrid.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
SATU MARE,CULCIU,https://www.primariaculciu.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
SATU MARE,DOROLT,https://primariadorolt.ro,https://primariadorolt.ro/feed/,comuna,wordpress,yes,yes,10,2026-09-01,yes,yes,
SATU MARE,BOGDAND,https://www.primariabogdand.ro,,comuna,e-adm,yes,no,,,no,no,feed nu raspunde
SATU MARE,CALINESTI-OAS,https://www.primariacalinestioas.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
SATU MARE,DOBA,http://www.primariadoba.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
SATU MARE,CIUMESTI,https://primariaciumesti.ro,https://primariaciumesti.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-06,yes,yes,
SATU MARE,CEHAL,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
SATU MARE,CAUAS,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
PRAHOVA,SOIMARI,https://www.comunasoimari.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
PRAHOVA,TALEA,https://www.comunatalea.ro,https://comunatalea.ro/feed/,comuna,wordpress,yes,yes,1,2026-07-06,yes,no,
PRAHOVA,MANECIU,https://primaria-maneciu.ro,https://primaria-maneciu.ro/feed/,comuna,wordpress,yes,yes,30,2026-09-04,yes,yes,
SATU MARE,FOIENI,https://consiliullocalfoieni.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
SATU MARE,CRUCISOR,https://www.crucisor.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
SATU MARE,LAZURI,https://lazuri.ro,https://lazuri.ro/feed/,comuna,wordpress,yes,yes,10,2026-09-02,yes,yes,
PRAHOVA,TINOSU,https://www.comunatinosu.ro,https://comunatinosu.ro/feed/,comuna,wordpress,yes,yes,12,2026-08-31,yes,yes,
PRAHOVA,PLOPU,http://primariaplopu.ro,,comuna,e-adm,yes,no,,,no,no,feed nu raspunde
SATU MARE,CERTEZE,https://www.primaria-certeze.ro,,comuna,e-adm,yes,no,,,no,no,feed nu raspunde
SATU MARE,BATARCI,https://www.primariabatarci.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
SATU MARE,HODOD,https://comunahodod.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
SATU MARE,BELTIUG,https://www.comunabeltiug.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
SATU MARE,PORUMBESTI,https://primariaporumbesti.ro,https://primariaporumbesti.ro/hu/feed/,comuna,wordpress,yes,yes,3,2025-06-22,no,no,
SATU MARE,HALMEU,https://www.halmeu.ro,https://halmeu.ro/feed/,comuna,wordpress,yes,yes,10,2026-09-03,yes,yes,
SATU MARE,BIXAD,https://www.primaria-bixad.ro,https://primaria-bixad.ro/feed/,comuna,wordpress,yes,yes,6,2025-05-14,no,no,
SATU MARE,SOCOND,https://primaria-socond.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
SATU MARE,SACASENI,https://primaria-sacaseni.ro,https://primaria-sacaseni.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-27,yes,yes,
SATU MARE,SAUCA,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
SATU MARE,TEREBESTI,https://primariaterebesti.ro,https://primariaterebesti.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-31,yes,yes,
SATU MARE,SANISLAU,https://www.primariasanislau.ro,https://www.primariasanislau.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-27,yes,yes,
SATU MARE,HOMOROADE,https://www.primariahomoroade.ro,https://primariahomoroade.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-31,yes,yes,
SATU MARE,CAPLENI,http://www.capleni.ro,https://capleni.ro/?feed=rss2,comuna,wordpress,yes,yes,3,2025-03-04,no,no,
SATU MARE,CAMIN,http://primariacamin.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
SATU MARE,PISCOLT,https://primariapiscolt.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
SATU MARE,PIR,https://primariapir.ro,https://primariapir.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
SATU MARE,SANTAU,https://primariasantau.ro,https://primariasantau.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
SATU MARE,ORAS LIVADA,https://primaria-livada.ro,,oras,wordpress,yes,no,,,no,no,feed nu raspunde
SATU MARE,VAMA,https://vama-sm.ro,,comuna,unknown,no,no,,,no,no,site mort
SATU MARE,PETRESTI,http://www.petrifeld.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
SALAJ,AGRIJ,https://www.comunaagrij.ro,,comuna,unknown,no,no,,,no,no,site mort
SATU MARE,GHERTA MICA,https://www.primariaghertamica.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
PRAHOVA,ORAS SLANIC,https://www.primariaslanic.ro,https://primariaslanic.ro/index.php/feed/,oras,wordpress,yes,yes,10,2026-09-02,yes,yes,
SATU MARE,ODOREU,https://www.odoreu.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
SATU MARE,PAULESTI,https://paulestism.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
SALAJ,ORAS SIMLEU SILVANIEI,https://www.simleusilvaniei.ro,https://www.simleusilvaniei.ro/feed/,oras,wordpress,yes,yes,10,2026-08-21,yes,yes,
SATU MARE,MEDIESU AURIT,https://www.mediesuaurit.ro,http://www.mediesuaurit.ro/index.php?format=feed&type=rss&lang=ro,comuna,joomla,yes,yes,3,2011-04-19,no,no,
SATU MARE,BOTIZ,https://www.botiz.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
SALAJ,BABENI,http://comunababenisalaj.ro,,comuna,unknown,no,no,,,no,no,site mort
SATU MARE,TARSOLT,https://primariatarsolt.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
SATU MARE,SUPUR,http://www.comunasupur.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
SATU MARE,TURT,https://www.primariaturt.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
SALAJ,CHIESD,http://www.primariachiesd.ro,,comuna,unknown,no,no,,,no,no,site mort
SALAJ,MUNICIPIUL ZALAU,https://www.zalausj.ro,,municipiu,e-adm,yes,no,,,no,no,feed nu raspunde
SALAJ,CAMAR,https://camarsj.ro,https://camarsj.ro/feed/,comuna,wordpress,yes,yes,1,2021-11-04,no,no,
PRAHOVA,VARBILAU,https://www.primaria-varbilau.ro,https://primaria-varbilau.ro/feed/,comuna,wordpress,yes,yes,12,2026-07-27,yes,no,
SALAJ,ORAS JIBOU,https://primariajibou.ro/site,https://primariajibou.ro/site/feed/,oras,wordpress,yes,yes,10,2026-07-08,yes,no,
SATU MARE,URZICENI,https://www.comunaurziceni.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
SATU MARE,RACSA,https://www.racsasm.ro,https://racsasm.ro/feed/,comuna,wordpress,yes,yes,10,2026-09-01,yes,yes,
SATU MARE,VIILE SATU MARE,http://viilesatumare.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
SATU MARE,TARNA MARE,https://www.comunatarnamare.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
SATU MARE,MOFTIN,https://www.primariamoftin.ro,https://www.primariamoftin.ro/ro/?format=feed&type=rss,comuna,joomla,yes,yes,14,2026-09-04,yes,yes,
SALAJ,ALMASU,https://www.facebook.com/pages/category/Public-Service/Primaria-Almasu-113294830312763,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
SATU MARE,POMI,https://primariapomi.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
SALAJ,GALGAU,https://www.primariagilgau.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
SALAJ,DRAGU,http://comunadragusalaj.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
SALAJ,GARBOU,http://comunagarbou.ro,https://comunagarbou.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
PRAHOVA,VADU SAPAT,https://www.comunavadusapat.ro,https://comunavadusapat.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-20,yes,yes,
SALAJ,CRASNA,http://primariacrasna.ro,https://primariacrasna.ro/?feed=rss2,comuna,wordpress,yes,yes,4,2026-08-06,yes,yes,
SALAJ,BALAN,https://primariabalan.ro/site,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
SALAJ,CARASTELEC,http://www.carastelec.ro,https://carastelec.ro/ro/feed/,comuna,wordpress,yes,yes,5,2023-03-31,no,no,
SALAJ,LETCA,http://comuna-letca.ro,,comuna,unknown,no,no,,,no,no,site mort
SALAJ,CIZER,http://www.primariacizer.ro,https://www.primariacizer.ro/feed/,comuna,wordpress,yes,yes,12,2026-08-04,yes,yes,
SALAJ,BENESAT,http://comunabenesat.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
SALAJ,FILDU DE JOS,https://www.primariafildudejos.ro,,comuna,unknown,no,no,,,no,no,site mort
SALAJ,BOBOTA,http://www.primariabobota.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
SALAJ,BANISOR,https://www.primariabanisor.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
SALAJ,BOCSA,https://www.comunabocsa.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
SATU MARE,CAMARZANA,http://www.primariacamarzana.ro,https://comunacamarzana.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
SALAJ,PERICEI,http://comunapericei.ro,,comuna,unknown,no,no,,,no,no,site mort
SALAJ,COSEIU,https://www.comunacoseiu.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
SALAJ,IP,https://primariaip.ro,https://primariaip.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
SALAJ,HERECLEAN,https://primariahereclean.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
SALAJ,CREACA,https://comunacreaca.ro,https://comunacreaca.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-28,yes,yes,
SALAJ,PLOPIS,https://www.comunaplopis.ro,https://www.comunaplopis.ro/feed/,comuna,wordpress,yes,yes,10,2026-09-04,yes,yes,
SALAJ,MESESENII DE JOS,https://www.meseseniidejos.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
SALAJ,MARCA,http://marcasj.ro,https://marcasj.ro/feed/,comuna,wordpress,yes,yes,10,2026-09-01,yes,yes,
SALAJ,HALMASD,https://primariahalmasd.ro/c,https://primariahalmasd.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
SALAJ,SAG,https://www.primariasig.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
SATU MARE,ORASU NOU,https://www.orasunou.ro,,comuna,e-adm,yes,no,,,no,no,feed nu raspunde
SATU MARE,TIREAM,https://www.tiream.ro,,comuna,e-adm,yes,no,,,no,no,feed nu raspunde
SALAJ,MIRSID,http://www.comunamirsid.ro,https://comunamirsid.ro/feed/,comuna,wordpress,yes,yes,2,2026-08-10,yes,yes,
SALAJ,HIDA,https://comunahida.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
SALAJ,NAPRADEA,https://primarianapradea.ro,https://primarianapradea.ro/feed/,comuna,wordpress,yes,yes,10,2026-09-03,yes,yes,
SALAJ,ORAS CEHU SILVANIEI,https://www.primaria-cehusilvaniei.ro,,oras,wordpress,yes,no,,,no,no,feed nu raspunde
SALAJ,VARSOLT,http://virsolt.ro,,comuna,unknown,no,no,,,no,no,site mort
SALAJ,CRISENI,https://www.primariacriseni.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
SALAJ,POIANA BLENCHII,https://www.poiana-blenchii.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
SALAJ,SALATIG,http://comunasalatig.ro,https://comunasalatig.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
SALAJ,ILEANDA,http://comunaileanda.ro,https://comunaileanda.ro/feed/,comuna,wordpress,yes,yes,10,2026-07-09,yes,no,
SALAJ,SAMSUD,https://samsud.ro,https://samsud.ro/feed/,comuna,wordpress,yes,yes,10,2026-03-15,yes,no,
SATU MARE,MICULA,https://comunamicula.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
SALAJ,ROMANASI,https://www.primariaromanasi.ro,https://www.primariaromanasi.ro/?feed=rss2,comuna,wordpress,yes,yes,10,2026-08-03,yes,yes,
SATU MARE,VETIS,https://www.vetis.ro,https://vetis.ro/feed/,comuna,wordpress,yes,yes,7,2025-10-17,no,no,
SALAJ,DOBRIN,http://comunadobrin.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
SALAJ,TREZNEA,https://primariatreznea.ro,https://primariatreznea.ro/feed/,comuna,wordpress,yes,yes,10,2026-07-31,yes,no,
SALAJ,SARMASAG,https://www.sarmasag.ro/ro/home.html,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
SATU MARE,BARSAU,https://comunabarsau.ro,,comuna,unknown,no,no,,,no,no,site mort
SALAJ,NUSFALAU,https://nusfalau.ro,https://nusfalau.ro/feed/,comuna,wordpress,yes,yes,10,2025-08-21,no,no,
SIBIU,ORAS DUMBRAVENI,https://www.primariadumbraveni.ro,,oras,other,yes,no,,,no,no,feed nu raspunde
SATU MARE,TURULUNG,http://www.primariaturulung.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
SALAJ,HOROATU CRASNEI,https://www.comunahoroatucrasnei.ro,https://www.comunahoroatucrasnei.ro/feed/,comuna,wordpress,yes,yes,12,2026-08-28,yes,yes,
SALAJ,SURDUC,http://www.primariasurduc.ro,,comuna,e-adm,yes,no,,,no,no,feed nu raspunde
SALAJ,RUS,https://comunarus.ro,https://comunarus.ro/feed/,comuna,wordpress,yes,yes,10,2026-04-15,yes,no,
SALAJ,MAERISTE,http://comunamaeriste.ro,https://comunamaeriste.ro/feed/,comuna,wordpress,yes,yes,10,2026-09-04,yes,yes,
SALAJ,LOZNA,https://www.primarialozna.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
SALAJ,ZIMBOR,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
SALAJ,CUZAPLAC,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
SALAJ,CRISTOLT,https://www.comunacristolt.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
SALAJ,ZALHA,https://www.comunazalha.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
SIBIU,MUNICIPIUL SIBIU,https://www.sibiu.ro,,municipiu,unknown,yes,no,,,no,no,feed nu raspunde
SALAJ,BUCIUMI,https://comunabuciumi.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
SALAJ,VALCAU DE JOS,https://primariavalcaudejos.ro/ro,https://www.primariavalcaudejos.ro/feed/,comuna,wordpress,yes,yes,12,2026-09-04,yes,yes,
SIBIU,ORAS MIERCUREA SIBIULUI,http://www.miercureasibiului.ro,https://www.miercureasibiului.ro/feed/,oras,wordpress,yes,yes,10,2026-08-28,yes,yes,
SIBIU,BLAJEL,https://www.primariablajel.ro,https://www.primariablajel.ro/index.php?format=feed&type=rss,comuna,joomla,yes,yes,1,2018-01-30,no,no,
SIBIU,ORAS SALISTE,https://saliste-sibiu.ro,https://saliste-sibiu.ro/feed/,oras,wordpress,yes,yes,20,2026-07-02,yes,no,
SIBIU,BIRGHIS,https://comunabirghis.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
SIBIU,BRATEIU,https://primariabrateiu.ro,https://primariabrateiu.ro/feed/,comuna,wordpress,yes,yes,10,2019-10-24,no,no,
SIBIU,DARLOS,https://www.primariadarlos.ro,https://www.primariadarlos.ro/rss.xml,comuna,drupal,yes,yes,10,2025-10-09,no,no,
SIBIU,ORAS CISNADIE,http://www.cisnadie.ro,https://cisnadie.ro/feed/,oras,wordpress,yes,yes,10,2026-09-03,yes,yes,
SIBIU,BOITA,http://boita.ro,https://boita.ro/feed/,comuna,wordpress,yes,yes,20,2025-02-15,no,no,
SIBIU,BRUIU,https://www.primariabruiu.eu,https://www.primariabruiu.eu/feed/,comuna,wordpress,yes,yes,0,,no,no,
SIBIU,HOGHILAG,https://hoghilag.ro,,comuna,e-adm,yes,no,,,no,no,feed nu raspunde
SIBIU,BIERTAN,https://comunabiertan.ro,https://comunabiertan.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-05,yes,yes,
SALAJ,BOGHIS,https://primariaboghis.ro,https://primariaboghis.ro/feed/,comuna,wordpress,yes,yes,4,2022-01-17,no,no,
SIBIU,CRISTIAN,https://comunacristian.ro,https://comunacristian.ro/feed/,comuna,wordpress,yes,yes,8,2024-06-01,no,no,
SIBIU,BAZNA,https://comunabazna.ro,https://comunabazna.ro/feed/,comuna,wordpress,yes,yes,10,2026-05-13,yes,no,
SIBIU,GURA RAULUI,https://www.primariagurariului.ro,https://www.primariagurariului.ro/feed/,comuna,wordpress,yes,yes,12,2026-07-09,yes,no,
SATU MARE,VALEA VINULUI,http://primariavaleavinului.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
SIBIU,ALMA,https://primariaalma.ro,https://primariaalma.ro/feed/,comuna,wordpress,yes,yes,6,2026-06-12,yes,no,
SIBIU,ALTINA,https://primariaaltina.ro,https://primariaaltina.ro/feed/,comuna,wordpress,yes,yes,4,2023-08-31,no,no,
SIBIU,ATEL,https://primaria-atel.ro,https://primaria-atel.ro/feed/,comuna,wordpress,yes,yes,6,2026-05-05,yes,no,
SIBIU,JINA,https://comunajina.ro,https://comunajina.ro/feed/,comuna,wordpress,yes,yes,10,2023-09-05,no,no,
SIBIU,APOLDU DE JOS,https://comunaapoldudejos.ro,https://comunaapoldudejos.ro/feed/,comuna,wordpress,yes,yes,10,2025-09-12,no,no,
SIBIU,LOAMNES,https://loamnessibiu.ro,https://loamnessibiu.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-26,yes,yes,
SIBIU,ORAS OCNA SIBIULUI,https://www.primariaocnasibiului.ro,https://primariaocnasibiului.ro/feed/,oras,wordpress,yes,yes,10,2026-09-01,yes,yes,
SIBIU,MICASASA,https://primaria-micasasa.ro,https://primaria-micasasa.ro/feed/,comuna,wordpress,yes,yes,10,2026-03-12,yes,no,
SIBIU,AXENTE SEVER,https://www.axentesever.ro,https://axentesever.ro/feed/,comuna,wordpress,yes,yes,10,2026-06-23,yes,no,
SIBIU,MIHAILENI,https://comunamihailenisb.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
SIBIU,POPLACA,https://comunapoplaca.ro,https://comunapoplaca.ro/feed/,comuna,wordpress,yes,yes,10,2022-07-25,no,no,
SALAJ,SIMISNA,https://www.primariasimisna.ro,https://www.primariasimisna.ro/feed/,comuna,wordpress,yes,yes,5,2026-08-10,yes,yes,
SIBIU,LASLEA,https://comunalaslea.ro,https://comunalaslea.ro/feed/,comuna,wordpress,yes,yes,6,2026-04-30,yes,no,
SIBIU,BRADENI,https://www.comunabradeni.ro,https://comunabradeni.ro/feed/,comuna,wordpress,yes,yes,10,2025-03-14,no,no,
SIBIU,ORAS TALMACIU,https://www.talmaciu.ro,https://talmaciu.ro/feed/,oras,wordpress,yes,yes,7,2022-03-30,no,no,
SIBIU,PAUCA,https://comunapauca.ro,https://comunapauca.ro/feed/,comuna,wordpress,yes,yes,10,2021-11-15,no,no,
SIBIU,CARTA,https://comunacarta.ro,https://comunacarta.ro/feed/,comuna,wordpress,yes,yes,10,2022-04-05,no,no,
SALAJ,SOMES-ODORHEI,https://www.comunasomesodorhei.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
SIBIU,ARPASU DE JOS,https://www.primariaarpasudejos.ro,https://primariaarpasudejos.ro/feed/,comuna,wordpress,yes,yes,20,2026-08-31,yes,yes,
SIBIU,MOSNA,https://comunamosna.ro,https://comunamosna.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-13,yes,yes,
SIBIU,LUDOS,https://civilizatiasecaselor.comunaludos.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
SIBIU,ORAS AGNITA,https://primaria-agnita.ro,,oras,unknown,yes,no,,,no,no,feed nu raspunde
SIBIU,POIANA SIBIULUI,https://comunapoianasibiului.ro,https://comunapoianasibiului.ro/feed/,comuna,wordpress,yes,yes,10,2026-03-23,yes,no,
SIBIU,RASINARI,https://primaria-rasinari.ro,https://primaria-rasinari.ro/feed/,comuna,wordpress,yes,yes,10,2026-07-08,yes,no,
SIBIU,RAU SADULUI,https://riusadului.ro,https://riusadului.ro/feed/,comuna,wordpress,yes,yes,10,2024-02-14,no,no,
SIBIU,ORAS AVRIG,https://primaria-avrig.ro,,oras,unknown,yes,no,,,no,no,feed nu raspunde
SIBIU,SEICA MARE,https://seicamare.ro,https://seicamare.ro/feed/,comuna,wordpress,yes,yes,10,2026-07-30,yes,no,
SIBIU,PORUMBACU DE JOS,https://www.porumbacudejos.ro,https://www.porumbacudejos.ro/feed/,comuna,wordpress,yes,yes,12,2026-05-15,yes,no,
SIBIU,SLIMNIC,https://primariaslimnic.ro,https://primariaslimnic.ro/feed/,comuna,wordpress,yes,yes,10,2025-12-18,no,no,
SIBIU,SELIMBAR,https://primariaselimbar.ro,https://primariaselimbar.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-19,yes,yes,
SIBIU,IACOBENI,https://www.comuna-iacobeni.ro,https://comuna-iacobeni.ro/feed/,comuna,wordpress,yes,yes,4,2026-05-19,yes,no,
SIBIU,VALEA VIILOR,https://valea-viilor.ro,https://valea-viilor.ro/feed/,comuna,wordpress,yes,yes,10,2025-08-13,no,no,
SIBIU,SEICA MICA,https://www.seicamica.ro,https://seicamica.ro/feed/,comuna,wordpress,yes,yes,6,2026-07-28,yes,no,
SIBIU,MUNICIPIUL MEDIAS,https://www.primariamedias.ro,,municipiu,wordpress,yes,no,,,no,no,feed nu raspunde
SIBIU,RACOVITA,https://racovita-sb.ro,https://racovita-sb.ro/feed/,comuna,wordpress,yes,yes,10,2026-09-02,yes,yes,
SIBIU,ORLAT,https://comunaorlat.ro,https://comunaorlat.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
SIBIU,ORAS COPSA MICA,https://www.copsa-mica.ro,https://copsa-mica.ro/feed/,oras,wordpress,yes,yes,10,2026-08-26,yes,yes,
SIBIU,CHIRPAR,https://chirpar.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
SIBIU,CARTISOARA,https://comunacirtisoara-sibiu.ro,https://comunacirtisoara-sibiu.ro/feed/,comuna,wordpress,yes,yes,10,2026-05-19,yes,no,
SUCEAVA,ADANCATA,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
SALAJ,SANMIHAIU ALMASULUI,https://sinmihaiualmasului.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
SIBIU,SADU,https://www.sadu.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
SUCEAVA,MUNICIPIUL RADAUTI,https://primariaradauti.ro,,municipiu,unknown,yes,no,,,no,no,feed nu raspunde
SIBIU,TARNAVA,https://www.primariatirnava.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
SIBIU,TILISCA,https://www.comunatilisca.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
SIBIU,TURNU ROSU,https://primariaturnurosu.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
SUCEAVA,ORAS CAJVANA,https://www.cajvana.ro,,oras,unknown,yes,no,,,no,no,feed nu raspunde
SUCEAVA,ORAS DOLHASCA,https://primariadolhasca.ro,,oras,unknown,yes,no,,,no,no,feed nu raspunde
SIBIU,ROSIA,https://primariarosia-sb.ro,https://primariarosia-sb.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-04,yes,yes,
SIBIU,SURA MICA,https://comunasuramica.ro,https://comunasuramica.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-24,yes,yes,
SUCEAVA,ORAS LITENI,https://www.primaria-liteni.ro,,oras,unknown,yes,no,,,no,no,feed nu raspunde
SUCEAVA,ORAS MILISAUTI,https://primariamilisauti.ro,,oras,unknown,yes,no,,,no,no,feed nu raspunde
SIBIU,MERGHINDEAL,https://primariamerghindeal.ro,https://primariamerghindeal.ro/feed/,comuna,wordpress,yes,yes,8,2025-03-12,no,no,
SUCEAVA,ORAS SOLCA,http://solca.ro,http://solca.ro/index.php/feed/,oras,wordpress,yes,yes,2,2019-07-21,no,no,
